txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
CUST_013-T000,2026-07-21,5330.24,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T001,2026-06-21,5305.19,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T002,2026-05-22,5346.6,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T003,2026-04-22,5290.13,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T004,2026-03-23,5322.49,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T005,2026-02-21,5370.15,GBP,in,ACME Payroll Ltd,RU,salary
CUST_013-T006,2026-07-19,1309.12,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T007,2026-06-19,1336.85,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T008,2026-05-20,1002.91,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T009,2026-04-20,1016.22,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T010,2026-03-21,1239.9,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T011,2026-02-19,851.56,GBP,out,Landlord DD,RU,direct_debit
CUST_013-T012,2026-05-28,48.91,GBP,out,White Group,RU,card
CUST_013-T013,2026-07-13,71.4,GBP,out,Banks PLC,RU,card
CUST_013-T014,2026-07-11,40.17,GBP,out,"King, Holt and Hughes",RU,card
CUST_013-T015,2026-07-10,43.08,GBP,out,Clayton-Kelly,RU,card
CUST_013-T016,2026-06-03,23.41,GBP,out,Cook-Shaw,RU,card
CUST_013-T017,2026-03-15,6.92,GBP,out,"Shaw, Humphreys and Lewis",RU,card
CUST_013-T018,2026-05-28,22.91,GBP,out,Cunningham Ltd,RU,card
CUST_013-T019,2026-05-06,9.06,GBP,out,Jones-Reed,RU,card
CUST_013-T020,2026-02-25,89.22,GBP,out,"Jones, Ellis and Parkin",RU,card
CUST_013-T021,2026-03-19,16.85,GBP,out,Green and Sons,RU,card
CUST_013-T022,2026-06-26,9.01,GBP,out,Marshall-Rogers,RU,card
CUST_013-T023,2026-04-24,19.4,GBP,out,"Connolly, Fisher and Ward",RU,card
CUST_013-T024,2026-05-19,207.75,GBP,out,"Walton, Parsons and Price",RU,card
CUST_013-T025,2026-05-04,19.15,GBP,out,Smith-O'Neill,RU,card
CUST_013-T026,2026-03-07,43.47,GBP,out,Saunders Ltd,RU,card
CUST_013-T027,2026-06-28,23.62,GBP,out,"Watson, Marshall and Bates",RU,card
CUST_013-T028,2026-03-19,32.45,GBP,out,"Jones, Wood and Stewart",RU,card
CUST_013-T029,2026-05-25,56.41,GBP,out,"Anderson, Robinson and Lee",RU,card
CUST_013-T030,2026-04-24,1909.38,GBP,in,Cash Deposit,RU,cash
CUST_013-T031,2026-05-22,1914.77,GBP,in,Cash Deposit,RU,cash
CUST_013-T032,2026-06-04,3972.83,GBP,in,Cash Deposit,RU,cash
CUST_013-T033,2026-04-15,2889.92,GBP,in,Cash Deposit,RU,cash
CUST_013-S00,2026-06-14,9552.28,GBP,in,Cash Deposit,RU,cash
CUST_013-S01,2026-06-16,9832.1,GBP,in,Cash Deposit,RU,cash
CUST_013-S02,2026-06-18,8261.95,GBP,in,Cash Deposit,RU,cash
CUST_013-S03,2026-06-20,8829.25,GBP,in,Cash Deposit,RU,cash
