txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_023-T000,2026-07-21,4113.48,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T001,2026-06-21,4131.42,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T002,2026-05-22,4054.83,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T003,2026-04-22,4110.36,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T004,2026-03-23,4037.89,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T005,2026-02-21,4060.17,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_023-T006,2026-07-19,1198.15,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T007,2026-06-19,630.85,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T008,2026-05-20,1029.14,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T009,2026-04-20,1285.47,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T010,2026-03-21,1046.39,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T011,2026-02-19,728.56,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_023-T012,2026-04-21,27.8,GBP,out,Morris-Harvey,GB,card
SAMPLE_023-T013,2026-05-16,70.2,GBP,out,Jones Inc,GB,card
SAMPLE_023-T014,2026-05-28,37.07,GBP,out,Lawson and Sons,GB,card
SAMPLE_023-T015,2026-02-20,26.07,GBP,out,"Pickering, Hamilton and Walker",GB,card
SAMPLE_023-T016,2026-03-28,40.08,GBP,out,Francis-Smith,GB,card
SAMPLE_023-T017,2026-04-07,16.03,GBP,out,"Read, Wilkinson and Davies",GB,card
SAMPLE_023-T018,2026-03-12,42.21,GBP,out,Davies-Price,GB,card
SAMPLE_023-T019,2026-06-29,45.87,GBP,out,Reid-Page,GB,card
SAMPLE_023-T020,2026-05-27,25.99,GBP,out,"Williams, Moore and Morris",GB,card
SAMPLE_023-T021,2026-05-13,13.36,GBP,out,Powell-McDonald,GB,card
SAMPLE_023-T022,2026-06-04,19.09,GBP,out,Myers-James,GB,card
SAMPLE_023-T023,2026-06-27,12.9,GBP,out,"Taylor, Shaw and Rees",GB,card
