txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_010-T000,2026-07-21,5896.17,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T001,2026-06-21,5961.18,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T002,2026-05-22,5961.34,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T003,2026-04-22,5927.84,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T004,2026-03-23,5961.84,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T005,2026-02-21,5860.83,GBP,in,ACME Payroll Ltd,NL,salary
SAMPLE_010-T006,2026-07-19,859.81,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T007,2026-06-19,1235.15,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T008,2026-05-20,879.76,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T009,2026-04-20,832.62,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T010,2026-03-21,1187.28,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T011,2026-02-19,839.3,GBP,out,Landlord DD,NL,direct_debit
SAMPLE_010-T012,2026-02-13,32.82,GBP,out,Douglas-Hawkins,NL,card
SAMPLE_010-T013,2026-05-20,6.14,GBP,out,"Cooke, Smith and Ellis",NL,card
SAMPLE_010-T014,2026-06-05,46.55,GBP,out,Robertson and Sons,NL,card
SAMPLE_010-T015,2026-05-28,44.62,GBP,out,Begum and Sons,NL,card
SAMPLE_010-T016,2026-06-15,23.59,GBP,out,Rose-Warner,NL,card
SAMPLE_010-T017,2026-03-30,44.55,GBP,out,Johnson-Smith,NL,card
SAMPLE_010-T018,2026-04-20,11.65,GBP,out,King-Bishop,NL,card
SAMPLE_010-T019,2026-05-27,71.76,GBP,out,"Reid, Hamilton and Cooper",NL,card
SAMPLE_010-T020,2026-01-31,19.93,GBP,out,"Brown, Hughes and Howarth",NL,card
SAMPLE_010-T021,2026-07-03,40.64,GBP,out,"Williams, James and Mitchell",NL,card
