txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_036-T000,2026-07-21,4453.0,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T001,2026-06-21,4396.09,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T002,2026-05-22,4475.66,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T003,2026-04-22,4358.97,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T004,2026-03-23,4373.93,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T005,2026-02-21,4490.13,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_036-T006,2026-07-19,1286.99,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T007,2026-06-19,645.33,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T008,2026-05-20,1028.33,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T009,2026-04-20,1103.89,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T010,2026-03-21,882.31,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T011,2026-02-19,1078.89,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_036-T012,2026-03-10,34.56,GBP,out,"Booth, Porter and George",RU,card
SAMPLE_036-T013,2026-07-08,41.14,GBP,out,"Murray, Fisher and Clark",RU,card
SAMPLE_036-T014,2026-05-25,74.56,GBP,out,"Johnson, Woods and Wright",RU,card
SAMPLE_036-T015,2026-05-19,18.55,GBP,out,Gould LLC,RU,card
SAMPLE_036-T016,2026-04-24,55.67,GBP,out,Coleman-Patel,RU,card
SAMPLE_036-T017,2026-04-12,29.18,GBP,out,Kirk Ltd,RU,card
SAMPLE_036-T018,2026-06-09,26.97,GBP,out,Cole-May,RU,card
SAMPLE_036-T019,2026-04-08,29.64,GBP,out,"Parry, Wall and Jones",RU,card
SAMPLE_036-T020,2026-04-20,4.85,GBP,out,"Lowe, Brown and Doherty",RU,card
SAMPLE_036-T021,2026-05-25,11.82,GBP,out,Stokes-Duncan,RU,card
SAMPLE_036-R00,2026-07-04,115972.03,GBP,out,Offshore Nominee A,KY,wire
SAMPLE_036-R01,2026-07-10,113652.59,GBP,in,Offshore Nominee B,KY,wire
