txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_008-T000,2026-07-21,4796.54,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T001,2026-06-21,4945.2,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T002,2026-05-22,4800.94,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T003,2026-04-22,4837.92,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T004,2026-03-23,4866.16,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T005,2026-02-21,4886.84,GBP,in,ACME Payroll Ltd,DE,salary
SAMPLE_008-T006,2026-07-19,917.77,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T007,2026-06-19,752.77,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T008,2026-05-20,943.31,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T009,2026-04-20,962.45,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T010,2026-03-21,1147.98,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T011,2026-02-19,1354.11,GBP,out,Landlord DD,DE,direct_debit
SAMPLE_008-T012,2026-04-03,39.49,GBP,out,Watts Inc,DE,card
SAMPLE_008-T013,2026-02-14,9.41,GBP,out,Burgess-Curtis,DE,card
SAMPLE_008-T014,2026-05-25,13.72,GBP,out,Clarke and Sons,DE,card
SAMPLE_008-T015,2026-03-22,38.78,GBP,out,"Hodgson, Scott and Smith",DE,card
SAMPLE_008-T016,2026-03-15,39.86,GBP,out,"Miller, Bray and Begum",DE,card
SAMPLE_008-T017,2026-03-14,82.46,GBP,out,Heath Group,DE,card
SAMPLE_008-T018,2026-01-26,141.91,GBP,out,Thompson and Sons,DE,card
SAMPLE_008-T019,2026-03-13,14.71,GBP,out,Williams-Jones,DE,card
SAMPLE_008-T020,2026-06-10,54.65,GBP,out,"Green, Knight and Barnes",DE,card
SAMPLE_008-T021,2026-03-20,22.26,GBP,out,"Jones, Edwards and Spencer",DE,card
SAMPLE_008-T022,2026-05-28,25.33,GBP,out,"Lawson, Roberts and Macdonald",DE,card
SAMPLE_008-T023,2026-04-21,18.94,GBP,out,"Bartlett, Thompson and Holmes",DE,card
SAMPLE_008-T024,2026-01-30,11.09,GBP,out,Riley Ltd,DE,card
SAMPLE_008-T025,2026-07-03,29.98,GBP,out,"Bell, Baker and Hamilton",DE,card
