txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_012-T000,2026-07-21,4880.46,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T001,2026-06-21,5003.31,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T002,2026-05-22,4990.31,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T003,2026-04-22,4839.1,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T004,2026-03-23,5004.05,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T005,2026-02-21,4987.26,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_012-T006,2026-07-19,945.87,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T007,2026-06-19,1116.39,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T008,2026-05-20,1059.05,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T009,2026-04-20,1053.78,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T010,2026-03-21,736.54,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T011,2026-02-19,1303.17,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_012-T012,2026-04-11,16.92,GBP,out,Cole Inc,GB,card
SAMPLE_012-T013,2026-04-30,44.88,GBP,out,Gray-Mitchell,GB,card
SAMPLE_012-T014,2026-04-15,33.41,GBP,out,Mistry-Hamilton,GB,card
SAMPLE_012-T015,2026-04-09,19.41,GBP,out,"Rogers, Baker and Wood",GB,card
SAMPLE_012-T016,2026-05-02,22.71,GBP,out,Wood-Howells,GB,card
SAMPLE_012-T017,2026-07-07,32.38,GBP,out,"Finch, Smith and Dickinson",GB,card
SAMPLE_012-T018,2026-05-09,29.22,GBP,out,Anderson-Lloyd,GB,card
SAMPLE_012-T019,2026-04-10,7.85,GBP,out,"Parkes, Parkin and Knight",GB,card
SAMPLE_012-T020,2026-05-31,48.21,GBP,out,"Gallagher, Abbott and Bates",GB,card
SAMPLE_012-T021,2026-06-11,95.31,GBP,out,"Clarke, Kerr and Osborne",GB,card
SAMPLE_012-T022,2026-06-28,72.39,GBP,out,"Lewis, Wilson and Williams",GB,card
SAMPLE_012-T023,2026-07-01,98.94,GBP,out,Allen LLC,GB,card
SAMPLE_012-T024,2026-04-16,19.46,GBP,out,"Thornton, Matthews and James",GB,card
SAMPLE_012-T025,2026-07-06,15.76,GBP,out,Oliver Group,GB,card
SAMPLE_012-T026,2026-05-02,71.89,GBP,out,Dean-Burgess,GB,card
