txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_024-T000,2026-07-21,3308.31,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T001,2026-06-21,3254.25,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T002,2026-05-22,3289.76,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T003,2026-04-22,3336.06,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T004,2026-03-23,3340.27,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T005,2026-02-21,3277.17,GBP,in,ACME Payroll Ltd,RU,salary
SAMPLE_024-T006,2026-07-19,1253.12,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T007,2026-06-19,989.42,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T008,2026-05-20,1068.68,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T009,2026-04-20,719.73,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T010,2026-03-21,734.5,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T011,2026-02-19,776.44,GBP,out,Landlord DD,RU,direct_debit
SAMPLE_024-T012,2026-06-25,58.4,GBP,out,"Harvey, Grant and Carter",RU,card
SAMPLE_024-T013,2026-06-22,29.62,GBP,out,Roberts-Bird,RU,card
SAMPLE_024-T014,2026-02-11,35.09,GBP,out,Davies PLC,RU,card
SAMPLE_024-T015,2026-05-02,20.5,GBP,out,Ford and Sons,RU,card
SAMPLE_024-T016,2026-04-22,53.4,GBP,out,"Morris, Evans and Wells",RU,card
SAMPLE_024-T017,2026-06-12,30.24,GBP,out,"Porter, Stone and Barton",RU,card
SAMPLE_024-T018,2026-05-08,25.12,GBP,out,Ward Ltd,RU,card
SAMPLE_024-T019,2026-04-22,27.38,GBP,out,Kelly LLC,RU,card
SAMPLE_024-T020,2026-03-25,82.61,GBP,out,Morton-O'Sullivan,RU,card
SAMPLE_024-T021,2026-03-30,18.59,GBP,out,Chandler Group,RU,card
SAMPLE_024-T022,2026-06-27,12.89,GBP,out,"Allen, Jones and Miah",RU,card
SAMPLE_024-T023,2026-06-05,152.86,GBP,out,Curtis-Lyons,RU,card
SAMPLE_024-T024,2026-05-29,7.58,GBP,out,Bennett LLC,RU,card
SAMPLE_024-T025,2026-03-07,6.97,GBP,out,Bishop LLC,RU,card
SAMPLE_024-T026,2026-03-22,137.75,GBP,out,Baker Inc,RU,card
SAMPLE_024-T027,2026-06-23,34.48,GBP,out,Mitchell-Johnson,RU,card
SAMPLE_024-T028,2026-02-19,73.52,GBP,out,Moore-Khan,RU,card
