txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_011-T000,2026-07-21,4356.38,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T001,2026-06-21,4410.54,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T002,2026-05-22,4340.15,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T003,2026-04-22,4325.03,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T004,2026-03-23,4372.97,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T005,2026-02-21,4421.29,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_011-T006,2026-07-19,1270.19,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T007,2026-06-19,779.67,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T008,2026-05-20,906.48,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T009,2026-04-20,801.31,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T010,2026-03-21,605.41,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T011,2026-02-19,849.2,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_011-T012,2026-04-07,52.85,GBP,out,Chadwick Group,GB,card
SAMPLE_011-T013,2026-03-06,20.51,GBP,out,Townsend LLC,GB,card
SAMPLE_011-T014,2026-03-13,36.01,GBP,out,Reid-Cook,GB,card
SAMPLE_011-T015,2026-02-04,15.22,GBP,out,"Cunningham, Brown and Moore",GB,card
SAMPLE_011-T016,2026-01-29,58.23,GBP,out,"Clarke, Bolton and Davison",GB,card
SAMPLE_011-T017,2026-05-04,38.33,GBP,out,"Moss, Whitehead and Brown",GB,card
SAMPLE_011-T018,2026-03-12,96.21,GBP,out,Lloyd-King,GB,card
SAMPLE_011-T019,2026-01-27,26.14,GBP,out,Brown Group,GB,card
