txn_id,date,amount,currency,direction,counterparty,counterparty_country,txn_type
SAMPLE_020-T000,2026-07-21,3688.8,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T001,2026-06-21,3695.11,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T002,2026-05-22,3750.82,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T003,2026-04-22,3784.29,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T004,2026-03-23,3822.12,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T005,2026-02-21,3702.69,GBP,in,ACME Payroll Ltd,GB,salary
SAMPLE_020-T006,2026-07-19,1287.97,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T007,2026-06-19,1057.34,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T008,2026-05-20,722.36,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T009,2026-04-20,1073.46,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T010,2026-03-21,1085.82,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T011,2026-02-19,1079.07,GBP,out,Landlord DD,GB,direct_debit
SAMPLE_020-T012,2026-07-19,53.34,GBP,out,Stevens Group,GB,card
SAMPLE_020-T013,2026-02-05,40.37,GBP,out,"Price, Sanderson and Taylor",GB,card
SAMPLE_020-T014,2026-02-24,15.43,GBP,out,Williams and Sons,GB,card
SAMPLE_020-T015,2026-07-18,8.71,GBP,out,Joyce-Edwards,GB,card
SAMPLE_020-T016,2026-01-26,14.24,GBP,out,Page-McKenzie,GB,card
